start;flesch_reading_ease;flesch_kincaid_grade;honore_r_measure
0;47.83000000000001;13.29555555555556;1789.1685844023502
487;27.95750000000001;14.949444444444449;2969.1967420208493
817;32.98382352941181;17.10529411764706;1652.6405178606417
1228;25.32478260869567;15.440869565217394;1646.134463362804
1386;39.85510752688174;12.834516129032263;2338.7094848588845
1779;43.806644736842145;13.049342105263161;2346.9980902864327
2397;36.189354838709676;15.912903225806453;1479.058781976326
2948;57.460897435897465;9.55076923076923;2074.4029522552496
3241;47.982500000000016;12.404787234042555;1582.838458480802
3493;48.62984210526318;12.14059649122807;1919.4067396125063
4099;10.8546551724138;26.154137931034487;1661.0903224962622
4428;23.661250000000024;17.90875;1871.497387511852
4638;30.87500000000003;18.890000000000004;2151.84634823313
4903;59.7874561403509;11.213684210526313;1542.8237524770054
5351;41.025000000000034;14.990000000000006;1960.6313563581866
5837;-12.691363636363604;31.425757575757576;3491.3789516886877
6253;37.18250000000003;13.911170212765956;1828.8201108122778
6526;47.09655172413795;13.894712643678158;2198.600919953026
7020;40.1316465863454;14.534939759036146;1735.9730959200924
7522;23.337156862745132;15.63529411764706;2893.3767121207584
7955;37.40977272727275;14.873181818181816;2461.6475280713757
8332;27.123928571428593;13.82357142857143;1535.9944336639994
8799;40.72607843137257;14.617647058823533;1515.728075743755
9342;35.33590753424659;12.864486301369862;1367.5839468660495
9833;44.815175438596526;10.155263157894733;1940.0459518540722
10093;17.9470918367347;16.842551020408163;1986.8192407572485
10705;34.903636363636366;16.589090909090917;1501.2929492261353
11097;40.03090909090912;15.873939393939395;961.539579403282
11284;3.1250000000000284;21.27;2380.293354115909
11521;39.17636363636365;15.993131313131315;1257.6117484578876
12092;62.49871794871795;9.92461538461539;1444.9802088100282
12445;78.00466549295777;6.7888380281690175;1869.0211768565764
12897;65.27600000000002;10.365333333333336;1611.8622290535554
13335;53.22308823529414;12.170686274509805;1703.7911075138747
13654;62.508739837398394;11.330975609756099;1322.015774179276
14109;61.65926356589149;11.780697674418608;1781.7389185014028
14598;58.481923076923096;9.715934065934068;944.0066813004765
15388;65.72500000000001;7.570000000000004;2082.627818859502
15547;47.991363636363644;12.030909090909088;1272.5062525359115
16064;48.9825635876841;11.009357429718879;1901.6594572686345
17059;27.485000000000014;11.91;3610.9179126442255
17132;36.795666666666676;16.408000000000005;1367.412470048703
17722;-8.098461538461521;17.618461538461542;1627.172593507865
17833;42.58250000000004;13.15797872340426;1291.2932850085087
18107;34.903636363636366;16.589090909090917;1888.1140831918988
18303;7.497173913043497;23.64130434782609;1488.916098634648
18588;35.94800000000001;14.456;2253.2130774077395
18744;29.467857142857156;12.62714285714286;1292.35225019586
18839;-7.654999999999973;36.68555555555555;1292.35225019586
19338;35.531411764705894;15.06064705882353;2054.382952216895
20131;65.03162601626018;7.5839024390243885;1225.4787820124218
20349;18.27928571428575;17.665714285714284;2057.4019752646323
20675;47.84047619047621;12.962857142857146;1423.8028882742633
21075;42.98571428571432;13.225952380952382;1766.8841308287097
22070;45.17447815533984;13.355412621359225;1802.3946065337475
22663;7.185000000000031;19.710000000000004;3061.0776434959384
22876;31.37139534883721;19.566046511627906;1988.062918295169
23128;-18.38624999999999;39.672916666666666;1043.2795866212198
23657;35.91379310344831;15.454482758620689;1827.1993547458885
24020;29.03463414634149;19.39512195121951;2450.9575640248436
24274;37.40977272727275;14.873181818181816;1087.7047217059564
24642;19.56674418604652;21.21255813953488;2708.064083299366
24898;16.612857142857166;19.63714285714286;2596.302647919052
25348;31.97980769230773;16.872692307692308;2003.7058895499054
25748;14.942162162162163;20.367027027027024;1655.409651232373
26238;41.45409090909092;12.942727272727272;1990.7916843356113
26905;66.10000000000002;6.2755555555555596;2197.22457733622
