start;flesch_reading_ease;flesch_kincaid_grade;honore_r_measure
0;54.750869565217414;11.336521739130436;1563.3624016974495
417;29.79393939393941;13.65818181818182;2862.380846594622
821;35.64884615384619;14.746153846153849;1625.5368146994804
1429;61.890000000000015;8.353333333333339;3287.8241356067506
1627;43.73946640316208;13.391831357048748;1823.507836432675
3222;35.40441232407761;13.718782807151012;1901.5498444206632
4778;37.572960526315825;13.918815789473687;1529.132729601056
6014;47.547619047619065;9.525714285714287;1422.1392245957654
6244;57.52407962644385;11.217252396166138;2111.7296725235065
7924;49.54272727272729;9.081818181818182;1002.1330799793254
8010;47.83000000000001;13.29555555555556;1002.1330799793254
8182;54.85610169491528;13.98357142857143;1392.0670524549241
10378;72.61545454545457;5.863636363636363;1141.0067099165426
10448;49.69372867718057;15.462552301255233;1325.5525954032148
12671;51.450593220339;14.458571428571432;962.1095134936398
13758;50.39307976653697;12.615101167315178;1692.4682058930418
15004;40.66541666666669;15.971759259259262;1212.9914244496479
16277;32.137327006722046;16.533285883748523;1273.8504993679942
17825;27.873788732394388;16.426845070422534;1829.7764380130864
19547;38.27174418604653;14.025415282392029;1367.7628181247173
20627;34.979694092827;11.651329113924053;1490.7527967240426
21174;41.24305343511452;12.155899672846239;1579.5639327171727
22057;45.64500000000001;8.383333333333333;1254.2316284596382
22102;42.71500000000003;12.270000000000003;1198.2929094215963
