start;end;yule_k_characteristic
174295;174520;324.0740740740741
174522;174599;117.1875
174601;174689;498.61495844875344
174691;174907;157.79092702169626
174909;174937;612.2448979591836
174939;175028;166.2049861495845
175030;175380;363.1886734379809
175382;175796;285.14145689463135
175798;175852;355.0295857988166
175854;175912;266.6666666666667
175914;176271;357.0329332102185
176273;176640;424.8229904206581
176642;177607;724.7933884297521
177609;177748;0.0
177750;178192;591.2389142703574
178194;178543;222.44897959183675
178545;178687;262.5739644970414
178689;178899;224.9134948096886
178901;179159;152.0
179161;179473;331.07867568529724
179475;179512;177.5147928994083
179514;179848;478.9670970428988
179850;180035;233.56401384083046
180037;180234;186.98060941828254
180236;180519;141.6076634735527
180521;180675;351.0204081632653
180677;180786;506.198347107438
180788;181123;380.9184763260947
181125;181224;317.46031746031747
181226;181428;83.10249307479225
181430;181671;237.5
181673;181746;92.5925925925926
181748;181968;430.8390022675737
181970;182515;380.87681015671495
182517;182776;515.8730158730159
182778;183442;287.89455428373225
183444;183545;166.2049861495845
183547;183643;185.9504132231405
183645;183872;333.13503866745987
183874;184060;388.8888888888889
184062;184313;232.42630385487527
184315;184639;400.0
184641;185155;192.30769230769232
185157;185199;240.0
185201;185372;162.03703703703704
185374;185501;240.0
185503;186355;393.8609467455621
186357;186808;270.6916099773243
186810;186902;249.70273483947682
186904;186996;185.9504132231405
186998;187175;400.0
187177;187588;244.140625
187590;187960;442.97520661157023
187962;188103;399.4082840236686
188105;188466;249.70273483947682
188468;188622;107.0154577883472
188624;189322;441.376188320507
189324;189981;574.7126436781609
189983;190364;407.5355632449058
190366;190774;174.29760665972944
190776;191137;214.49704142011834
191139;191504;175.0
191506;191740;424.38271604938274
191742;192471;362.7126654064272
192473;193830;464.9323621227888
193832;194068;221.35416666666666
194070;194416;339.0
194418;195114;387.33558067287987
195116;195777;314.27221172022684
195779;195865;375.0
195867;196311;270.55150884495316
196313;197062;667.7229515617927
197064;197578;303.9969975605179
197580;197659;33.333333333333336
197661;197896;85.9504132231405
197898;198244;402.8972385694885
198246;198364;475.20661157024796
198366;198462;408.16326530612247
198464;198602;233.19615912208505
198604;198647;416.6666666666667
198649;198928;618.75
198930;199387;373.5554958344531
199389;200116;571.604938271605
200118;200545;353.3467394426889
200547;201821;438.7060946827711
201823;202310;273.75520730013886
202312;202777;428.40236686390534
202779;202901;468.75
202903;202992;306.1224489795918
202994;203387;342.65558075081884
203389;203613;103.70370370370371
203615;203654;377.77777777777777
203656;203861;328.7981859410431
203863;203929;306.1224489795918
203931;204190;181.25
204192;204707;208.0
204709;204783;622.8373702422145
204785;205444;232.5581395348837
205446;205536;130.79667063020213
205538;205589;140.30612244897958
205591;205785;25.951557093425606
205787;206547;388.31360946745565
206549;206630;311.4186851211073
206632;206850;249.85127900059487
206852;206986;434.7826086956522
206988;208028;530.5785123966942
208030;208405;427.19829120683517
208407;208914;492.3076923076923
208916;210637;468.68806975822434
210639;211612;483.2256078793475
211614;212168;512.1170553269319
212170;212537;425.971101519985
212539;212699;88.75739644970415
212701;213065;213.88888888888889
213067;213217;202.14030915576694
213219;214391;600.2771478961955
214393;214590;314.0978816654492
214592;215260;407.7562326869806
215262;215836;321.875
215838;215973;224.0
215975;216530;335.3171723036725
216532;216962;273.15296566077
216964;217680;248.7622267842048
217682;217756;88.88888888888889
217758;217964;183.2569762598917
217966;218454;228.93601050853817
218456;218893;524.90234375
218895;219269;541.1178355286579
219271;219642;510.35502958579883
219644;219936;281.06508875739644
219938;220019;429.6875
220021;220275;411.032990805841
220277;220889;355.12879134278313
220891;221185;315.08264462809916
221187;221671;214.24320571315215
221673;222917;454.54545454545456
222919;223268;192.47342717609882
223270;223753;439.01384083044985
223755;224114;229.4921875
224116;224279;142.6872770511296
224281;224622;383.9913466738778
224624;225124;268.4441197954711
225126;225888;423.1770833333333
225890;226223;468.0
226225;226708;266.2993572084481
226710;227082;398.0228928199792
227084;227340;398.5722784057109
227342;228287;312.82016255720237
228289;228897;189.6172967973176
228899;228949;88.75739644970415
228951;228983;370.3703703703704
228985;229009;612.2448979591836
229011;229021;1875.0
229023;229281;420.77580539119003
229283;229958;295.0617283950617
229960;230698;482.2301492931695
230700;232042;547.2150227394983
232044;232246;290.90909090909093
232248;232461;517.578125
232463;232725;349.36844934157483
232727;233166;286.1111111111111
233168;233308;331.6326530612245
233310;233815;401.3840830449827
233817;234697;502.4793388429752
234699;235038;141.58202523853492
235040;235161;87.65522279035793
235163;235915;503.3081285444234
235917;236488;546.6481504860498
236490;237130;508.1216159933361
237132;237968;280.3488786044856
237970;238864;346.56277899521143
238866;239481;483.23471400394476
239483;239631;153.0612244897959
239633;239982;492.11841599384854
239984;240343;363.5204081632653
240345;240820;525.7295611494765
240822;241541;444.67578822129684
241543;242492;398.50661472283093
242494;242902;395.36266349583826
242904;244579;560.15625
244581;244924;408.0
244926;245898;541.154358211293
245900;246515;561.3425925925926
246517;246899;520.8333333333334
246901;247079;255.55555555555554
247081;247522;192.87109375
247524;247728;43.82761139517896
247730;248450;277.7427092538821
248452;248815;171.32779037540942
248817;248887;251.4792899408284
248889;249564;384.67121498040353
249566;250102;326.8809349890431
250104;250756;748.7333458434979
250758;251393;318.75
251395;251853;317.11905401773714
251855;252568;464.5086369574684
252570;252724;88.75739644970415
252726;252951;73.46938775510205
252953;253403;231.9526627218935
253405;253824;424.10714285714283
253826;254399;561.3965483039079
254401;254956;332.1448677050103
254958;255341;234.71074380165288
255343;255577;189.91964937910885
255579;255819;555.1497443389335
255821;256289;312.2130394857668
256291;256606;159.02366863905326
256608;257288;224.48015122873346
257290;257543;293.2098765432099
257545;258055;413.7786179374081
258057;258796;480.86011342155007
258798;258912;396.97542533081287
258914;259027;104.16666666666667
259029;259167;246.91358024691357
259169;259275;123.96694214876032
259277;259937;286.3286555002263
259939;260166;336.01168736303873
260168;260610;411.03017689906346
260612;260636;833.3333333333334
260638;260744;166.2049861495845
260746;261179;327.1484375
261181;261987;552.0
261989;262553;333.13503866745987
262555;263490;658.5034013605442
263492;264412;474.7991234477721
264414;264533;500.0
264535;264753;96.3718820861678
264755;265350;353.125
265352;265814;231.4814814814815
265816;266268;287.2260015117158
266270;266338;208.33333333333334
266340;267161;306.0
267163;267205;370.3703703703704
267207;267495;268.0
267497;267997;257.88534021027573
267999;268199;233.56401384083046
268201;268641;742.984693877551
268643;269186;345.7581379659302
269188;269370;354.6712802768166
269372;269407;612.2448979591836
269409;269546;71.3436385255648
269548;269769;210.38790269559502
269771;270141;438.29296424452133
270143;270685;210.9375
270687;271127;241.93548387096774
271129;271744;402.1791379586605
271746;272692;610.217995118256
272694;273289;435.568704799474
273291;273758;291.1242603550296
273760;274590;513.2641291810842
274592;274663;52.083333333333336
274665;274753;117.1875
274755;276426;1075.390625
276428;276584;44.37869822485207
276586;276966;322.22222222222223
276968;277369;234.83947681331748
277371;278016;317.28395061728395
278018;278061;370.3703703703704
278063;278083;833.3333333333334
278085;278131;247.93388429752065
278133;278779;310.56684762025
278781;278893;204.08163265306123
278895;280802;834.9107625743645
280804;281020;308.15972222222223
281022;281288;337.3594335693461
281290;282343;361.2414494883826
282345;282487;274.34842249657066
282489;282749;361.6042077580539
282751;282985;283.9335180055402
282987;283174;87.890625
283176;283198;833.3333333333334
283200;283867;373.4312825221916
283869;283932;495.8677685950413
283934;285597;635.2081811541271
285599;286027;374.2481621742036
286029;286305;362.5
286307;286384;0.0
286386;286707;537.1900826446281
286709;287220;524.90234375
287222;288344;486.4
288346;288798;321.04637336504163
288800;289994;402.3186409550046
289996;290789;415.3463105477592
290791;291337;337.3702422145329
291339;292407;317.4406348812698
292409;293275;430.0984765592122
293277;294289;428.08094090145374
294291;295783;806.5274039899184
295785;297134;549.6601300797105
297136;297381;154.66983938132066
297383;298708;417.0576093075624
298710;299427;397.2318339100346
299429;300173;520.1363464209064
300175;300732;312.2717311906501
300734;301366;255.6818181818182
301368;301491;503.47222222222223
301493;301753;239.9275690357628
301755;301929;521.2620027434842
301931;302033;340.13605442176873
302035;302247;131.4828341855369
302249;302293;300.0
302295;302441;500.0
302443;302567;170.13232514177693
302569;302610;370.3703703703704
302612;303216;728.6340394448503
303218;303270;416.6666666666667
303272;303403;200.83102493074793
303405;303547;184.0
303549;303718;113.63636363636364
303720;304360;632.7479338842975
304362;304564;331.7901234567901
304566;304912;820.3125
304914;305072;355.55555555555554
305074;305184;560.0
305186;305210;366.6666666666667
305212;305549;430.75827696689214
305551;305771;203.81328073635765
305773;305933;356.65294924554183
305935;306094;124.86992715920915
306096;307000;611.1516922327733
307002;307140;183.65472910927457
307142;307397;202.26055919095776
307399;307571;348.9439853076217
307573;307901;350.0566893424036
307903;308243;450.0
308245;308370;266.2721893491124
308372;308557;354.6712802768166
308559;308854;312.3698458975427
308856;308937;0.0
308939;309038;510.3969754253308
309040;309349;269.1272587466359
309351;310581;776.8749029553336
310583;310799;335.5879292403746
310801;310881;192.8374655647383
310883;311190;216.67926429831192
311192;311408;289.28336620644313
311410;312323;380.94598226283256
312325;312382;153.0612244897959
312384;312559;311.4186851211073
312561;312637;468.75
312639;312734;385.4875283446712
312736;312917;353.1009506564056
312919;313782;373.1917513080948
313784;314609;437.0
314611;318671;1660.489772940514
318673;319554;383.5063437139562
319556;319704;405.55555555555554
319706;319924;405.55555555555554
319926;320383;388.5738290275152
320385;320829;322.49937011841774
320831;321360;332.6530612244898
321362;321527;178.57142857142858
321529;322005;346.9387755102041
322007;322586;499.9008133306884
322588;323578;501.9970240426032
323580;323948;469.9181203275187
323950;324281;242.21453287197232
324283;324989;409.87654320987656
324991;325341;186.63194444444446
325343;326876;814.1519250780437
326878;328581;729.1046995835812
328583;329750;592.9010509617291
329752;330052;415.5188246097337
330054;330567;367.3220545648529
330569;330777;187.75510204081633
330779;331251;488.28125
331253;331855;575.139146567718
331857;332178;269.3761814744802
332180;334190;768.736303871439
334192;334379;257.1166207529844
334381;334967;302.49307479224376
334969;335534;335.8843537414966
335536;336122;447.40686632578524
336124;336367;536.3321799307959
336369;336440;266.6666666666667
336442;336518;0.0
336520;336596;1155.5555555555557
336598;336890;188.6094674556213
336892;336993;133.33333333333334
336995;337141;214.0309155766944
337143;337615;160.2293810086018
337617;337733;170.13232514177693
337735;337873;96.0
337875;338049;280.9573361082206
338051;338609;328.0592248512121
338611;339007;480.59807760768956
339009;339603;535.0620891161432
339605;339800;263.671875
339802;340190;270.0373455903476
340192;340383;255.6610664718773
340385;341264;345.3186187255251
341266;341616;763.8888888888889
341618;342592;417.1739306874442
342594;343024;389.03061224489795
343026;343285;537.5
343287;343582;254.06080799666805
343584;343802;353.18559556786704
343804;344164;225.59171597633136
344166;344417;203.81328073635765
344419;345491;238.5673937864311
345493;345769;404.0816326530612
345771;346282;548.0968858131488
346284;346531;400.2163331530557
346533;346699;259.51557093425606
346701;347118;297.2651605231867
347120;347145;0.0
347147;347240;375.0
347242;347486;118.80165289256199
347488;347734;713.2963988919668
347736;348173;339.53287197231833
348175;348244;234.375
348246;348551;404.0
348553;348852;392.15686274509807
348854;349171;273.4375
349173;349846;434.6020761245675
349848;351206;390.625
351208;351744;403.2766225582861
351746;352039;306.1224489795918
352041;354607;685.7535671819263
354609;354822;241.0518626734843
354824;355594;297.84260634116515
355596;355641;300.0
355643;355952;477.3156899810964
355954;356626;294.62280354075835
356628;356731;581.7174515235457
356733;356817;266.6666666666667
356819;356892;612.2448979591836
356894;357406;366.22222222222223
357408;357670;265.0081124932396
357672;358110;329.69480953441746
358112;358199;92.5925925925926
358201;358485;116.61807580174927
358487;358779;174.9271137026239
358781;359098;345.6892961266139
359100;359184;75.0
359186;359231;900.0
359233;359457;136.05442176870747
359459;359581;364.5833333333333
359583;359649;247.93388429752065
359651;359800;301.7832647462277
359802;359967;249.70273483947682
359969;360720;629.7258979206049
360722;360919;332.409972299169
360921;361011;166.2049861495845
361013;361341;329.14201183431953
361343;361389;300.0
361391;361734;281.2388750444998
361736;361838;225.0
361840;362137;397.72727272727275
362139;362163;1100.0
362165;362427;304.0399833402749
362429;362895;253.91787343780996
362897;363451;376.1869978086194
363453;363648;688.7755102040817
363650;364212;315.5818540433925
364214;365144;425.8900765928794
365146;365927;483.1024930747922
365929;367162;432.1571098508717
367164;368341;458.01526717557255
368343;368699;175.3826530612245
368701;369549;292.56198347107437
369551;369852;177.77777777777777
369854;371474;713.6869379667734
371476;372632;468.72093744187487
372634;372972;324.8646397334444
372974;374030;332.33610822060353
374032;374918;427.35042735042737
374920;375094;493.82716049382714
375096;375312;259.51557093425606
375314;375617;179.0920449812578
375619;376376;429.6875
376378;376443;103.80622837370242
376445;376573;251.4792899408284
376575;376674;680.2721088435375
376676;376776;581.7174515235457
376778;377307;173.75400091449475
377309;377938;332.0287842444136
377940;378437;344.8979591836735
378439;378759;420.6580591420242
378761;378999;89.2325996430696
379001;379391;301.7832647462277
379393;380020;351.9692168401992
380022;380418;480.59807760768956
380420;380669;291.4931588340274
380671;381301;344.02670924662505
381303;381768;343.0608153263533
381770;381864;283.5538752362949
381866;382143;180.0
382145;382691;299.6314693158148
382693;382752;153.0612244897959
382754;383288;384.8442769291807
383290;384969;792.7934879055592
384971;385337;241.3099683998851
385339;385635;239.9275690357628
385637;386936;470.9901143833135
386938;387098;41.1522633744856
387100;387129;468.75
387131;387149;612.2448979591836
387151;387267;226.8431001890359
387269;387276;7500.0
387278;387326;300.0
387328;387394;208.33333333333334
387396;387519;38.265306122448976
387521;387606;83.10249307479225
387608;387732;204.08163265306123
387734;388019;340.74074074074076
388021;388053;370.3703703703704
388055;388391;229.59183673469389
388393;388469;133.33333333333334
388471;388676;216.0493827160494
388678;389823;369.14513757613946
389825;389974;255.10204081632654
389976;390114;107.0154577883472
390116;390157;247.93388429752065
390159;390326;242.21453287197232
390328;390830;308.641975308642
390832;391178;337.1900826446281
391180;391380;283.05332359386415
391382;391492;249.30747922437672
391494;391812;424.69135802469134
391814;392286;207.93950850661625
392288;392795;416.6666666666667
392797;393878;577.4375743162901
393880;394372;371.59763313609466
394374;394747;373.79850480598077
394749;395623;485.2607709750567
395625;396992;536.5041617122473
396994;397755;416.6204986149584
397757;397856;207.61245674740485
397858;398156;458.41209829867677
398158;398265;170.13232514177693
398267;398414;522.9591836734694
398416;398736;228.0
398738;398769;468.75
398771;399251;494.22222222222223
399253;399526;232.00475907198097
399528;399593;0.0
399595;399909;236.99599876885196
399911;399952;1481.4814814814815
399954;400028;311.4186851211073
400030;400083;495.8677685950413
400085;401521;567.162968071727
401523;402093;486.01989116156875
402095;402533;358.1267217630854
402535;402927;510.97393689986285
402929;403259;261.4795918367347
403261;403444;467.1280276816609
403446;403523;207.61245674740485
403525;403562;370.3703703703704
403564;403624;495.8677685950413
403626;404140;361.57779401022646
