start;end;flesch_kincaid_grade;confidence
0;239;19.023913043478263;0.8079637610725348
241;652;17.12;0.8971488475483216
654;1251;12.92464285714286;0.7277875355387541
1253;1597;14.84941176470588;0.9120813717218399
1599;2150;8.856934579439251;0.33831035725201647
2152;3455;15.130540694365397;0.9389990597130674
3457;3935;10.39179292929293;0.48527082205415994
3937;4348;17.415000000000003;0.8800935977700198
4350;4736;30.38169014084507;0.6316292062871283
4738;6283;14.205396825396829;0.8504178736997551
6285;6328;6.416666666666668;0.10465823766912238
6332;6403;-2.327499999999999;0.29717391227291706
6408;6431;-2.8149999999999995;0.30457459295370903
6436;6461;-0.942499999999999;0.2727213461112423
6466;6511;2.1950000000000003;0.1873281217112477
6516;6570;-1.6449999999999996;0.28581856279264745
6575;6653;0.9132352941176478;0.22893480490051818
6658;6718;-0.6533333333333324;0.2668528170904635
6723;6856;2.829615384615387;0.16161192906908325
6860;6938;-2.4639999999999986;0.2993020106171479
6943;6973;-4.586666666666666;0.32745471527188236
6978;7003;-2.8149999999999995;0.30457459295370903
7008;7111;-0.03590909090908845;0.2532488609532114
7113;7123;2.890000000000004;0.1589428544900245
7127;7146;4.661666666666669;0.05625014943348853
7151;7205;0.20057692307692498;0.2476081723773722
7210;7254;7.689285714285713;0.22650966895721847
7259;7310;-0.4666666666666668;0.2629007960558272
7315;7340;1.9050000000000011;0.19782213654316894
7345;7638;11.15483870967742;0.5583313507741616
7643;7678;-3.7049999999999983;0.3167795744779416
7683;7820;4.620000000000001;0.05937042413228802
7825;7890;1.495000000000001;0.2115110173543205
7895;8092;4.961904761904762;0.032389603198187636
8097;8141;-1.8399999999999999;0.2891906478479789
8143;8170;-1.8399999999999999;0.2891906478479789
8175;8226;-0.4666666666666668;0.2629007960558272
8231;8277;1.7000000000000028;0.2048251989021338
8282;8333;-1.2872727272727271;0.27934351800426
8338;8418;0.502352941176472;0.2400244086510674
8423;8447;5.840000000000003;0.04944323924446983
8452;8639;5.196666666666669;0.011866520962791541
8644;8663;2.890000000000004;0.1589428544900245
8668;8694;-0.6533333333333324;0.2668528170904635
8699;8748;-1.4499999999999993;0.282336845000831
8750;8765;1.3133333333333361;0.21718770467437162
8769;8804;-0.754999999999999;0.26895033801249507
8809;9022;1.2327777777777804;0.219634013685773
9027;9257;1.679849056603775;0.20549609910170502
9262;9362;2.109090909090913;0.19051205449640285
9367;9510;3.633333333333333;0.12226628400439608
9515;11210;18.826281118345467;0.8153138392014687
11212;11316;2.766923076923078;0.16433916169023355
11318;11604;7.471818181818183;0.2056874675769736
11606;11754;5.483157894736845;0.015276124308131512
11756;11915;6.840641025641027;0.1452531687029878
11917;12010;0.4040000000000017;0.2425456381949146
12012;12096;3.11452380952381;0.14863812982324928
12098;12249;5.976351351351351;0.06249868372434943
12251;12722;3.7641340206185596;0.11498059545257808
12724;13468;9.869285714285716;0.43524151271284256
13470;13769;12.298636363636366;0.6678483201293028
13771;14717;7.33562834224599;0.19264748761610828
14719;14829;3.0953846153846136;0.14954075616666582
14831;14912;1.1571052631578986;0.2218937948086151
14914;14967;-1.053333333333331;0.2748930972752753
14969;15155;2.4700000000000024;0.1766806772391538
15157;15400;3.7771428571428594;0.11424059872331192
