start;end;yule_k_characteristic
0;262;260.77097505668934
264;718;294.7845804988662
720;1468;478.89273356401384
1470;1847;130.79667063020213
1850;2055;390.625
2057;3187;480.95703125
3189;4158;1044.8558205767176
