start;end;flesch_kincaid_grade;confidence
0;111;2.1131499242806697;0.9901848290995189
114;119;8.010196870267542;0.5169328835211375
122;124;-3.789803129732457;0.7593601108975294
127;149;9.180000000000003;0.4230534194164271
152;171;20.590000000000007;0.24814281258590556
174;181;-8.91;0.6818421656802427
183;197;2.890000000000004;0.927840775690366
199;204;8.400000000000002;0.4856502616888712
207;221;1.3133333333333361;0.9509607270575748
224;607;16.064117647058826;0.10280469535961935
609;638;5.682857142857145;0.703707393561011
640;662;9.180000000000003;0.4230534194164271
665;674;8.400000000000002;0.4856502616888712
677;682;8.400000000000002;0.4856502616888712
686;2618;132.87545722713864;0.4750094943375484
2620;3444;6.291194968553459;0.6548868462232244
3446;4154;22.28862068965518;0.2785541868800717
4156;4165;-2.2299999999999986;0.7980686811887064
4175;4208;-1.8399999999999999;0.8096226582839101
4211;4217;8.400000000000002;0.4856502616888712
4220;4230;-8.91;0.6818421656802427
4232;4234;-3.3999999999999986;0.7680596814868205
4239;4678;35.37814432989691;0.3852900313611378
4681;4684;-15.2;0.6330065980328323
4688;5146;35.61666666666666;0.3862887689419673
5149;5153;-3.3999999999999986;0.7680596814868205
5157;5581;34.034065934065936;0.3793170741087272
5584;5587;-15.2;0.6330065980328323
5591;6030;6.508873626373628;0.6374176198006006
6033;6035;-3.3999999999999986;0.7680596814868205
6039;6478;5.6209892473118295;0.7086724383035471
6481;6484;-3.3999999999999986;0.7680596814868205
6488;6914;16.418736263736267;0.1199870185676786
6917;6921;-3.3999999999999986;0.7680596814868205
6925;7356;15.381363636363638;0.0649303658991364
7359;7364;8.400000000000002;0.4856502616888712
7368;7790;10.368275862068966;0.32769147491119227
7793;7796;-15.2;0.6330065980328323
7800;8252;34.06333333333333;0.37945375300756773
8255;8257;-3.3999999999999986;0.7680596814868205
8261;8679;15.951516853932585;0.0970191030269587
8682;8685;-3.3999999999999986;0.7680596814868205
8689;9145;10.547368421052635;0.31331887405623193
9148;9152;-3.3999999999999986;0.7680596814868205
9156;9582;4.976139534883725;0.7604231507885381
9585;9590;8.400000000000002;0.4856502616888712
9594;10019;33.836853932584276;0.3783879502889529
10022;10026;-3.3999999999999986;0.7680596814868205
10030;10471;16.023275862068967;0.10072548598532217
10474;10477;-15.2;0.6330065980328323
10481;10913;9.518095238095238;0.3959204780162837
10916;10920;-3.3999999999999986;0.7680596814868205
10924;11369;15.381363636363638;0.0649303658991364
11372;11377;8.400000000000002;0.4856502616888712
11381;11799;32.31011494252874;0.37068026402602633
11802;11808;-15.2;0.6330065980328323
11812;12254;16.382222222222225;0.11828676627682962
12257;12261;-3.3999999999999986;0.7680596814868205
12265;12677;32.76860465116279;0.3730956619212284
12680;12683;-15.2;0.6330065980328323
12687;13125;15.449767441860462;0.06904741775845363
13128;13132;-3.3999999999999986;0.7680596814868205
13136;13567;9.891951219512197;0.3659176525017105
13570;13575;8.400000000000002;0.4856502616888712
13579;14011;31.63904761904762;0.3669744486129375
14014;14020;-15.2;0.6330065980328323
14024;14467;15.480747126436786;0.0708864802669395
14470;14475;8.400000000000002;0.4856502616888712
14479;14906;32.94363636363636;0.37399412825322903
14909;14913;-3.3999999999999986;0.7680596814868205
14917;15345;34.06333333333333;0.37945375300756773
15348;15353;8.400000000000002;0.4856502616888712
15357;15810;34.76387096774194;0.3826353151942192
15813;15819;-15.2;0.6330065980328323
15823;16289;15.071111111111112;0.04522481071835101
16292;16299;-3.3999999999999986;0.7680596814868205
16303;16725;32.80954545454546;0.3733069638138821
16728;16733;8.400000000000002;0.4856502616888712
16737;17158;30.455443037974685;0.35989304730789884
17161;17165;-3.3999999999999986;0.7680596814868205
17169;17618;35.49979381443299;0.38580158282615834
17621;17626;8.400000000000002;0.4856502616888712
17630;18070;33.62913043478261;0.3773937066698601
18073;18079;-15.2;0.6330065980328323
18083;18522;32.060476190476194;0.36932606153884934
18525;18532;-3.3999999999999986;0.7680596814868205
18536;18957;15.39952380952381;0.06603103113145348
18960;18965;8.400000000000002;0.4856502616888712
18969;19400;15.818932584269664;0.08998689001571876
19403;19408;8.400000000000002;0.4856502616888712
19412;19842;33.93222222222222;0.3788390381382645
19845;19857;-15.2;0.6330065980328323
19862;21152;26.588994661921706;0.33040033556437526
21156;23014;17.896825447570333;0.17803935172318835
23018;23418;30.212500000000002;0.35834525355092445
23421;23439;9.180000000000003;0.4230534194164271
23442;23591;9.961379310344828;0.3603458842310348
23593;23737;10.964516129032258;0.27984178523480624
23739;23885;9.55448275862069;0.39300029355087734
23887;24042;10.165000000000003;0.34400484295699485
24044;24194;10.27;0.33557834495878136
24196;24339;9.822580645161292;0.37148480493888036
24341;24484;4.420000000000002;0.8050546620021108
24486;24629;9.23714285714286;0.41846757016569863
24632;24671;3.997142857142858;0.8389899464575018
24674;26609;9.669717223650387;0.383752455561373
26612;26617;-3.3999999999999986;0.7680596814868205
26620;26765;9.147586206896552;0.4256547028707199
26767;26915;10.775172413793104;0.29503706559134973
26917;27057;10.368275862068966;0.32769147491119227
27059;27199;9.441935483870967;0.4020324781735719
27202;27217;5.246666666666666;0.7387127095082388
27224;27373;11.345161290322583;0.2492941120001147
27379;27518;10.501428571428573;0.31700565549333093
27524;27665;9.090000000000003;0.4302761319863244
27671;27811;11.344285714285714;0.24936437904508577
27817;27972;11.208571428571428;0.2602557710155658
27978;28136;10.87142857142857;0.28731228159486405
28142;28296;11.22545454545455;0.25890086100966847
28302;28453;9.79625;0.3735979014031023
28456;28468;2.890000000000004;0.927840775690366
28473;28818;26.505135135135138;0.3296224646341412
