start;end;yule_k_characteristic
89915;89938;0.0
89942;90265;281.2388750444998
90270;90288;331.7901234567901
90293;90438;211.11111111111111
90443;90469;300.0
90474;90586;38.265306122448976
90591;90700;225.0
90704;90848;340.23668639053255
90853;90902;0.0
90907;90932;266.6666666666667
90937;90957;740.7407407407408
90962;91040;432.0987654320988
91045;91107;249.30747922437672
91112;91286;348.9439853076217
91291;91387;279.5954788816181
91392;91421;104.16666666666667
91426;91512;151.22873345935727
91517;91537;150.0
91542;91770;300.45351473922904
91775;91793;259.51557093425606
91798;92012;640.4320987654321
92017;92105;75.0
92110;92306;112.84722222222223
92311;92436;285.7142857142857
92441;92490;83.10249307479225
92495;92641;276.8166089965398
92646;92674;227.27272727272728
92679;92880;228.53185595567868
92882;93090;401.66204986149586
93095;93187;446.42857142857144
93192;93207;370.3703703703704
93212;93239;370.3703703703704
93244;93265;300.0
93270;93307;153.0612244897959
93312;93503;277.57487216946674
93508;93591;272.10884353741494
93596;94105;544.3188578227246
94109;94171;0.0
94176;94240;88.75739644970415
94245;94295;370.3703703703704
94300;94336;277.77777777777777
94341;94375;1239.6694214876034
94380;94429;1301.775147928994
94434;94539;572.9166666666666
94544;94572;1111.111111111111
94576;95202;431.76366620376217
95206;95490;195.3125
95495;95642;123.11480455524777
95647;96234;336.9114677436497
96239;96361;114.28571428571429
96366;96389;240.0
96391;96404;0.0
96406;96421;0.0
96425;96819;314.79289940828403
96824;98476;564.9269511726259
98480;99488;753.3383723859914
99492;99592;755.5555555555555
99594;99620;0.0
99624;99865;222.10743801652893
99870;99905;339.5061728395062
99910;99988;898.4375
99992;100076;207.61245674740485
100081;100126;612.2448979591836
100131;100177;546.875
100182;100227;2500.0
100232;100435;571.9921104536489
100440;100490;117.1875
100495;100702;655.99173553719
100707;100741;14166.666666666666
100746;100790;1938.7755102040817
100795;100815;300.0
100817;100832;0.0
100837;101047;726.530612244898
101052;101460;511.0473941642773
101465;102026;392.4884300462798
102031;102097;270.0617283950617
102102;103271;512.3829344432883
103276;103425;295.1388888888889
103430;103556;125.86805555555556
103561;103657;218.75
103662;103892;611.4398422090729
103897;103922;75.0
103926;104077;142.6872770511296
104082;104224;46.2962962962963
104229;104461;200.0
104466;105171;367.9733727810651
105176;105283;299.58677685950414
105288;105352;425.0
105357;105501;202.02020202020202
105505;105600;351.5625
105605;106350;559.90197002545
106355;106404;482.1037253469686
106409;107055;508.0242321181847
107060;107775;610.5336710629749
107780;107900;628.6357665603302
107905;107991;385.8024691358025
107996;108301;158.0005745475438
108303;108314;0.0
108318;108792;344.8979591836735
108797;109462;443.4829637641969
109467;109680;205.5164954029205
109682;109944;149.79338842975207
109946;110117;263.671875
110119;110126;0.0
110128;110141;0.0
110145;110163;0.0
110168;110205;468.75
110210;110296;339.5061728395062
110300;110401;68.02721088435374
110406;110489;359.16824196597355
110494;110516;249.4331065759637
110521;110692;283.203125
110697;111063;476.72087324571174
111068;111103;221.08843537414967
111108;111172;150.0
111177;111255;124.86992715920915
111260;111435;1183.6734693877552
111437;111444;0.0
111446;111457;0.0
111461;111958;325.48476454293626
111960;112060;56.71077504725898
112065;112143;266.2721893491124
112148;112173;0.0
112178;112254;117.1875
112258;112310;247.93388429752065
112315;112653;538.1944444444445
112658;112783;276.13412228796847
112788;112811;181.40589569160997
112816;113035;331.25
113040;113064;665.9729448491155
113069;113099;177.5147928994083
113104;113408;345.3186187255251
113413;113447;452.67489711934155
113452;113461;0.0
113466;113510;0.0
113515;113596;82.3045267489712
113601;113631;0.0
113636;113751;725.6235827664399
113753;113757;0.0
113761;114439;237.1900826446281
114441;114445;0.0
114447;114478;0.0
114482;114758;253.50837483023992
114763;114789;128.5583103764922
114794;114819;0.0
114821;114846;0.0
114850;114880;0.0
114885;114958;277.77777777777777
114963;115490;522.0107079119572
115495;115816;375.04725897920605
115820;115867;0.0
115872;116003;156.08740894901143
116008;116206;498.61495844875344
116210;116229;0.0
116234;116295;0.0
116300;116329;0.0
116334;116427;113.42155009451795
116432;116609;199.91670137442733
116614;116643;0.0
116648;116977;293.8475665748393
116982;117002;452.67489711934155
117007;117316;246.91358024691357
117321;117649;279.60217676862453
117653;118673;544.9810899621799
118675;118690;0.0
118692;118710;0.0
118714;119278;615.625
119283;119376;903.6860879904875
119378;119406;0.0
119410;119436;0.0
119441;119493;117.1875
119498;119520;0.0
119525;119555;0.0
119560;119580;495.8677685950413
119585;119659;225.0
119664;119688;0.0
119693;119864;200.0
119869;120175;184.44119795471147
120180;120217;0.0
120222;120240;0.0
120245;120274;300.0
120279;120581;288.46153846153845
120586;120724;324.8646397334444
120729;120908;321.18055555555554
120913;120939;163.26530612244898
120944;120973;0.0
120978;121102;107.0154577883472
121107;121325;228.099173553719
121327;121359;0.0
121361;121375;0.0
121379;121853;362.62438859841455
121858;121991;356.40495867768595
121996;122075;327.1861986912552
122080;122229;230.11176857330705
122234;122270;0.0
122275;122387;413.22314049586777
122392;122451;123.96694214876032
122456;122791;428.0618311533888
122796;122891;312.35853327297417
122896;123202;1135.116598079561
123204;123219;0.0
123223;123720;579.5918367346939
123725;123955;419.44444444444446
123960;124052;366.7091836734694
124054;124061;0.0
124063;124096;0.0
124100;124201;200.0
124206;124330;239.3340270551509
124334;124357;0.0
124362;124390;300.0
124395;124573;148.720999405116
124575;124592;0.0
124594;125648;476.07421875
125650;125673;0.0
125677;125881;380.6228373702422
125886;126788;565.3088170570688
126793;127001;155.12783682849755
127006;127320;499.8077662437524
127322;127419;225.0
127424;127557;422.4058769513315
127562;127607;251.4792899408284
127609;127623;0.0
127625;128236;209.41840277777777
128241;128376;256.3189747241011
128381;129131;365.9119897959184
129136;129173;384.64775692281796
129178;129204;0.0
129209;129227;0.0
129232;129307;150.0
129312;129689;387.11072664359864
129694;130188;449.8269896193772
130193;130775;333.5180055401662
130780;131171;542.3666910153397
131176;131843;396.3983163727423
131847;131946;0.0
131951;132788;416.56804733727813
132793;132851;570.132325141777
132856;133162;231.8668252080856
133166;133303;153.0612244897959
133305;133312;0.0
133314;133332;0.0
133336;133555;376.49219467401286
133560;133659;306.79327976625274
133664;133898;297.4580854515955
133903;133942;52.083333333333336
133947;134268;540.0
134273;134336;538.1944444444445
134341;134467;87.890625
134472;134754;117.07988980716253
134759;134830;224.609375
134835;134857;177.5147928994083
134862;135102;237.96646836127636
135107;135272;306.1224489795918
135277;135534;565.8669081032141
135539;135645;661.625708884688
135650;135678;972.2222222222222
135683;135693;0.0
135698;135764;0.0
135768;136030;103.80622837370242
136032;136038;0.0
136040;136183;356.65294924554183
136188;136328;199.91670137442733
136333;136405;156.25
136410;136551;144.64168310322157
136556;136847;342.05693296602385
136852;137074;948.7534626038781
137079;137338;161.98347107438016
137343;137475;823.0452674897119
137480;138296;1195.33527696793
138301;138388;498.61495844875344
138393;138586;178.4748512709573
138591;138644;216.83673469387756
138649;138758;447.4505723204995
138763;138878;771.604938271605
138883;138944;522.2222222222222
138949;139008;208.33333333333334
139013;139058;416.6666666666667
139063;139158;38.265306122448976
139163;139583;294.21433267587116
139588;139762;479.01234567901236
139767;139920;567.8745267712277
139925;140000;363.3217993079585
140005;140057;226.8431001890359
140062;140122;266.6666666666667
140127;140233;76.53061224489795
140238;140503;264.6968297937827
140508;140770;276.8166089965398
140775;140884;339.76124885215796
140889;141054;613.9438085327783
141059;141087;1289.0625
141092;141706;270.3601108033241
141711;141820;103.80622837370242
141825;141847;370.3703703703704
141852;141874;0.0
141879;142020;58.59375
142025;142077;162.72189349112426
142082;142686;509.87654320987656
142688;142903;401.75310445580715
142908;142983;300.0
142988;143420;473.6159169550173
143425;143599;552.0
143604;143992;313.3656509695291
143997;144202;148.92578125
144204;144223;150.0
144225;144375;312.17481789802287
144380;144565;322.06632653061223
144570;144601;177.5147928994083
144606;144802;304.7091412742382
144807;144831;0.0
144836;144854;612.2448979591836
144859;144885;370.3703703703704
144890;144975;136.05442176870747
144980;145213;173.61111111111111
145218;145673;239.0625
145678;145858;215.41950113378684
145863;146055;249.932813759742
146059;146365;144.23076923076923
146367;146374;0.0
146376;146400;0.0
146405;146495;52.083333333333336
146500;146888;366.51234567901236
146893;146919;351.1966701352758
146924;147488;406.17283950617286
147493;147629;352.43859024563903
147634;148029;325.23947427043885
148034;148459;427.71218534194696
148464;148828;488.6798469387755
148833;148880;447.4505723204995
148885;149129;117.1875
149134;149515;356.015654589067
149520;149611;195.3125
149616;149922;274.5562130177515
149927;149976;218.52237252861602
149980;150032;0.0
150037;150114;104.16666666666667
150119;150355;212.67361111111111
150360;150460;246.22960911049555
150465;150568;138.50415512465375
150573;150615;153.0612244897959
150620;150679;432.0987654320988
150684;150726;277.77777777777777
150731;150793;277.77777777777777
150798;150992;373.3459357277883
150997;151024;300.45351473922904
151029;151152;274.34842249657066
151157;151205;344.82758620689657
151210;151250;0.0
151255;151576;376.2755102040816
151581;151656;655.0373798504806
151661;152209;327.69394909312604
152214;152303;308.15972222222223
152308;152585;533.997864008544
152590;152689;366.8054110301769
152694;152733;185.1851851851852
152738;152833;378.0718336483932
152838;152892;107.0154577883472
152897;153263;264.0036730945822
153268;153306;218.3114279349521
153311;153507;160.12396694214877
153512;153534;184.41403926234383
153539;153633;247.93388429752065
153638;153744;109.5690284879474
153749;154164;539.8025624868725
154168;154218;495.8677685950413
154223;154984;586.6748290990715
154989;155345;472.25501770956316
155350;155450;224.9134948096886
155455;155476;495.8677685950413
155481;155608;130.79667063020213
155613;155635;130.79667063020213
155640;155660;0.0
155665;155739;185.1851851851852
155744;155818;204.08163265306123
155823;155920;131.17283950617283
155925;155968;202.14030915576694
155973;156029;277.77777777777777
156031;156047;0.0
156051;156074;0.0
156079;156648;977.6693563520361
156653;156669;266.6666666666667
156674;156692;2400.0
156694;156704;0.0
156708;156716;0.0
156721;156729;0.0
156734;156748;0.0
156753;156784;937.5
156789;156807;600.0
156812;156909;344.38775510204084
156911;156945;247.93388429752065
156949;157068;207.10059171597632
157073;157098;625.0
157103;157214;310.6508875739645
157219;157234;339.5061728395062
157239;157268;0.0
157273;157313;117.1875
157318;157362;225.0
157367;157410;332.409972299169
157415;157445;207.61245674740485
157450;157480;133.33333333333334
157485;157508;0.0
157513;157560;0.0
157565;157693;174.47199265381084
157698;157724;384.61538461538464
157726;157731;0.0
157735;157759;0.0
157764;157786;0.0
157788;157821;0.0
157825;157859;0.0
157864;157885;208.33333333333334
157890;157924;0.0
157929;158101;145.42936288088643
158106;158169;100.0
158174;158267;1383.219954648526
158272;158343;428.9940828402367
158348;158708;516.6666666666666
158713;158768;676.0204081632653
158770;158785;0.0
158789;158810;1875.0
158815;158859;355.0295857988166
158864;158976;214.0309155766944
158978;158988;0.0
158992;159163;48.97959183673469
159165;159170;0.0
159174;159547;317.3828125
159552;159642;106.25
159647;159953;136.986301369863
159955;159990;0.0
159992;160034;0.0
160038;160147;0.0
160152;160447;336.094674556213
160449;160453;6400.0
160457;160669;620.891161431702
160673;160779;104.16666666666667
160784;160943;170.45454545454547
160948;161819;388.26742976066595
161824;162256;388.8117437016465
162261;162602;307.73697198432285
162604;162674;0.0
