start;hapax_dislegomena;flesch_kincaid_grade;hapax_legomena;yule_i;dale_chall_readability_score;honore_r_measure;gunning_fog_index;sichels_s
0;0.07792207792207792;13.324594594594597;0.7272727272727273;76.01282051282051;9.78;2453.317103126377;17.974774774774776;0.0013914656771799629
422;0.05434782608695652;12.969545454545457;0.717391304347826;103.21951219512195;9.19;1762.951370700794;16.527272727272727;0.0008234519104084321
956;0.09090909090909091;15.33055555555556;0.5108225108225108;78.47205882352941;8.57;1294.953434578458;19.029629629629632;0.0007704160246533128
2043;0.1;12.728771929824564;0.8;120.0;9.32;2156.29400951176;18.126315789473683;0.0020833333333333333
2392;0.06857142857142857;17.306214779372677;0.5457142857142857;68.97522522522523;9.55;1750.4432211187814;21.559170653907497;0.00035901271503365747
4451;0.08148148148148149;13.634106870229008;0.7111111111111111;104.74137931034483;9.73;2545.936379893934;17.502900763358777;0.0008487654320987655
5245;0.04819277108433735;15.0922633744856;0.5903614457831325;86.83613445378151;9.73;2078.4556812639917;18.37201646090535;0.0003278419801655602
6690;0.03680981595092025;19.701250000000005;0.6503067484662577;76.34770114942529;9.98;2353.035132517501;23.5;0.0003472624146313231
7634;0.10752688172043011;11.649297752808994;0.6881720430107527;92.01063829787235;8.48;1417.4641167575178;14.742696629213484;0.0016801075268817205
8189;0.0625;15.896764331210196;0.63125;83.66013071895425;9.54;1980.3629404280869;20.20331210191083;0.0006188118811881188
9098;0.05185185185185185;14.556666666666668;0.5407407407407407;106.26822157434403;8.17;1631.939174319774;19.094017094017097;0.0003551496702181634
10620;0.07058823529411765;15.38795180722892;0.7529411764705882;106.25;10.21;1657.065227923724;18.29558232931727;0.0011029411764705882
11107;0.06626506024096386;12.794285714285714;0.572289156626506;69.93908629441624;8.67;1649.4314899509936;16.142857142857146;0.0006975269499048828
11912;0.0;12.605000000000004;1.0;0;11.05;1871.4973875118515;18.2;0.0
11967;0.08571428571428572;6.657647058823532;0.6857142857142857;40.833333333333336;6.28;1469.316885256734;6.800000000000001;0.0035714285714285713
12119;0.09900990099009901;12.62826530612245;0.6732673267326733;72.86428571428571;9.23;1862.64303820992;15.10612244897959;0.0014560279557367503
12630;0.06896551724137931;18.420000000000005;0.9310344827586207;210.25;11.51;2856.391950537084;21.17037037037037;0.002554278416347382
12667;0.125;12.636639784946237;0.6442307692307693;96.57142857142857;10.15;1351.6191527396359;17.535051546391752;0.0018656716417910447
13218;0.06542056074766354;15.532079207920791;0.6074766355140186;65.05113636363636;8.41;1874.8927099667617;20.1993399339934;0.0010064701653486698
13720;0.05194805194805195;13.215881683731514;0.38961038961038963;38.846846846846844;8.02;1877.6126124250861;16.70822904816079;0.00043290043290043295
15072;0.11290322580645161;19.47592857142857;0.5698924731182796;66.27586206896552;8.86;1580.7375253523487;23.671428571428574;0.0010651247717589774
15943;0.13333333333333333;7.570000000000004;0.8666666666666667;56.25;5.38;1143.5915094999455;11.314285714285715;0.010256410256410256
16023;0.14285714285714285;6.726153846153846;0.8571428571428571;49.0;5.41;1025.9797429846146;11.353846153846156;0.011904761904761904
16098;0.14285714285714285;6.726153846153846;0.8571428571428571;49.0;5.41;1025.9797429846146;11.353846153846156;0.011904761904761904
16174;0.058823529411764705;12.894823232323233;0.6666666666666666;74.31428571428572;7.5;2297.5599250672954;16.364646464646466;0.0008650519031141869
16676;0.12101910828025478;19.518888888888885;0.554140127388535;54.05482456140351;8.93;1422.394840913131;22.811111111111114;0.0013910242331063767
17343;0.11057692307692307;17.19456994818653;0.46153846153846156;64.38095238095238;8.28;1112.341335382169;20.414093264248706;0.0011518429487179487
18336;0.06698564593301436;16.99546268656717;0.5550239234449761;87.01394422310757;8.2;1521.2111446801034;20.458109452736323;0.0005774624649397789
19328;0.058823529411764705;7.612500000000001;0.9411764705882353;144.5;7.22;2218.070977791825;8.9;0.003676470588235294
19421;0.0625;6.780000000000001;0.9375;128.0;7.34;2031.037650826658;8.666666666666668;0.004166666666666667
19509;0.09803921568627451;12.748673469387757;0.7843137254901961;72.25;7.64;2223.897313206072;16.33061224489796;0.0024509803921568627
19725;0.08450704225352113;17.200373134328363;0.8169014084507042;140.02777777777777;10.86;2270.534014471121;20.564179104477613;0.0014570179698882952
20144;0.07692307692307693;10.723333333333333;0.9230769230769231;84.5;10.3;1490.9439898728006;14.8;0.006410256410256411
20232;0.07534246575342465;11.505884057971013;0.5684931506849316;85.95161290322581;8.47;1271.5493381050853;15.967536231884061;0.0009077405512460801
20944;0.06741573033707865;15.622558139534885;0.7752808988764045;110.01388888888889;10.2;3118.043107377454;17.97829457364341;0.0009770395701025891
21448;0.1301775147928994;12.263536585365856;0.6390532544378699;111.56640625;9.14;1544.5309752839;16.24878048780488;0.001205347359193513
22437;0.0670926517571885;15.793423452768732;0.5271565495207667;89.06272727272727;8.89;1775.3228017520307;19.31583061889251;0.00040662213186174845
24252;0.12413793103448276;17.08317730496454;0.7241379310344828;166.86507936507937;10.7;1851.2027738081297;20.641702127659574;0.0011822660098522167
25180;0.0855614973262032;14.834617205998423;0.6577540106951871;99.34375;9.73;2172.2291166360774;18.961641673243886;0.0006956219294813269
26259;0.08733624454148471;16.907857142857143;0.6026200873362445;93.31138790035587;9.84;1515.2608945194113;21.55;0.0006328713372571355
27679;0.07012987012987013;16.452966666666672;0.587012987012987;124.97892074198988;9.78;2069.5659730027824;19.64666666666667;0.00031030915986668194
30054;0.05511811023622047;16.2327;0.7086614173228346;92.69540229885058;10.04;2333.684973029446;19.54;0.0006124234470691164
